ID,menuID,orderID,quantity,cost
45943,9,22897,1,4.52
45944,11,22897,1,5.77
45945,16,22898,2,5.15
45946,17,22899,2,6.13
45947,4,22900,2,6.15
45948,7,22901,1,6.72
45949,14,22902,2,5.75
45950,15,22902,1,7.23
45951,19,22903,2,5.24
45952,4,22904,1,6.15
45953,17,22905,1,6.13
45954,12,22905,2,6.4
45955,20,22906,2,7.14
45956,5,22906,1,5.19
45957,16,22906,2,5.15
45958,18,22907,2,6.73
45959,17,22907,2,6.13
45960,4,22908,2,6.15
45961,18,22908,2,6.73
45962,8,22909,1,7.22
45963,11,22910,1,5.77
45964,14,22910,1,5.75
45965,3,22911,2,5.42
45966,7,22911,2,6.72
45967,4,22911,1,6.15
45968,19,22912,1,5.24
45969,4,22912,2,6.15
45970,19,22913,1,5.24
45971,6,22914,2,5.68
45972,14,22914,2,5.75
45973,16,22915,1,5.15
45974,17,22916,1,6.13
45975,2,22917,2,4.79
45976,4,22918,1,6.15
45977,19,22919,1,5.24
45978,2,22919,1,4.79
45979,9,22920,1,4.52
45980,8,22920,1,7.22
45981,2,22921,1,4.79
45982,7,22921,1,6.72
45983,20,22921,1,7.14
45984,6,22922,2,5.68
45985,19,22922,2,5.24
45986,5,22922,1,5.19
45987,7,22923,1,6.72
45988,12,22923,1,6.4
45989,20,22923,2,7.14
45990,17,22924,1,6.13
45991,15,22925,2,7.23
45992,15,22926,1,7.23
45993,9,22927,1,4.52
45994,1,22927,2,6.83
45995,18,22927,1,6.73
45996,19,22928,2,5.24
45997,5,22928,2,5.19
45998,17,22929,1,6.13
45999,3,22929,1,5.42
46000,1,22929,1,6.83
46001,15,22930,1,7.23
46002,10,22930,1,5.1
46003,3,22930,1,5.42
46004,18,22931,1,6.73
46005,20,22931,1,7.14
46006,11,22932,1,5.77
46007,5,22933,2,5.19
46008,1,22934,1,6.83
46009,18,22934,2,6.73
46010,8,22934,2,7.22
46011,6,22935,1,5.68
46012,2,22935,2,4.79
46013,18,22935,2,6.73
46014,6,22936,2,5.68
46015,10,22937,2,5.1
46016,3,22938,2,5.42
46017,5,22938,1,5.19
46018,14,22938,2,5.75
46019,20,22939,1,7.14
46020,19,22940,2,5.24
46021,13,22940,1,6.64
46022,7,22941,1,6.72
46023,12,22942,2,6.4
46024,20,22942,2,7.14
46025,14,22943,1,5.75
46026,4,22943,2,6.15
46027,19,22943,1,5.24
46028,10,22944,2,5.1
46029,15,22945,2,7.23
46030,11,22945,1,5.77
46031,15,22946,1,7.23
46032,4,22946,2,6.15
46033,13,22947,1,6.64
46034,1,22947,1,6.83
46035,12,22948,2,6.4
46036,2,22948,2,4.79
46037,4,22948,1,6.15
46038,10,22949,2,5.1
46039,13,22949,2,6.64
46040,15,22950,2,7.23
46041,5,22951,1,5.19
46042,7,22951,2,6.72
46043,9,22951,1,4.52
46044,8,22952,1,7.22
46045,5,22953,2,5.19
46046,6,22953,2,5.68
46047,2,22954,2,4.79
46048,5,22954,2,5.19
46049,4,22954,1,6.15
46050,9,22955,2,4.52
46051,6,22956,2,5.68
46052,3,22957,2,5.42
46053,15,22958,1,7.23
46054,4,22958,1,6.15
46055,17,22959,2,6.13
46056,15,22959,2,7.23
46057,9,22959,2,4.52
46058,14,22960,2,5.75
46059,5,22960,1,5.19
46060,15,22960,1,7.23
46061,16,22961,2,5.15
46062,20,22962,2,7.14
46063,10,22962,1,5.1
46064,5,22963,2,5.19
46065,13,22963,1,6.64
46066,1,22964,2,6.83
46067,5,22964,2,5.19
46068,12,22965,1,6.4
46069,18,22965,2,6.73
46070,1,22965,2,6.83
46071,10,22966,2,5.1
46072,16,22966,1,5.15
46073,15,22967,2,7.23
46074,16,22967,2,5.15
46075,11,22968,1,5.77
46076,12,22968,1,6.4
46077,20,22969,2,7.14
46078,3,22969,2,5.42
46079,19,22970,1,5.24
46080,1,22971,1,6.83
46081,5,22971,2,5.19
46082,10,22972,1,5.1
46083,5,22972,2,5.19
46084,12,22973,1,6.4
46085,3,22973,2,5.42
46086,12,22974,2,6.4
46087,13,22974,1,6.64
46088,17,22975,1,6.13
46089,5,22975,1,5.19
46090,7,22976,2,6.72
46091,15,22977,1,7.23
46092,20,22977,2,7.14
46093,20,22978,2,7.14
46094,1,22978,2,6.83
46095,15,22978,1,7.23
46096,6,22979,1,5.68
46097,8,22979,1,7.22
46098,16,22980,1,5.15
46099,14,22981,1,5.75
46100,2,22981,2,4.79
46101,7,22982,2,6.72
46102,20,22982,2,7.14
46103,15,22983,2,7.23
46104,6,22984,2,5.68
46105,5,22984,1,5.19
46106,5,22985,1,5.19
46107,12,22985,2,6.4
46108,15,22986,2,7.23
46109,16,22987,2,5.15
46110,13,22988,1,6.64
46111,20,22988,1,7.14
46112,13,22989,1,6.64
46113,19,22990,1,5.24
46114,4,22990,2,6.15
46115,15,22990,1,7.23
46116,8,22991,1,7.22
46117,18,22991,1,6.73
46118,20,22992,1,7.14
46119,11,22993,1,5.77
46120,6,22993,1,5.68
46121,9,22994,1,4.52
46122,5,22995,1,5.19
46123,16,22996,2,5.15
46124,5,22997,2,5.19
46125,15,22997,1,7.23
46126,10,22998,2,5.1
46127,20,22999,1,7.14
46128,18,22999,1,6.73
46129,2,22999,2,4.79
46130,9,23000,1,4.52
46131,17,23000,1,6.13
46132,8,23000,2,7.22
46133,16,23001,2,5.15
46134,19,23001,1,5.24
46135,1,23002,1,6.83
46136,18,23002,1,6.73
46137,3,23003,1,5.42
46138,6,23003,1,5.68
46139,17,23003,1,6.13
46140,10,23004,2,5.1
46141,15,23004,1,7.23
46142,14,23004,1,5.75
46143,6,23005,2,5.68
46144,19,23005,1,5.24
46145,10,23005,2,5.1
46146,6,23006,2,5.68
46147,3,23007,1,5.42
46148,12,23007,2,6.4
46149,13,23007,2,6.64
46150,14,23008,2,5.75
46151,8,23008,1,7.22
46152,11,23008,2,5.77
46153,19,23009,1,5.24
46154,2,23009,1,4.79
46155,5,23009,1,5.19
46156,17,23010,1,6.13
46157,5,23011,2,5.19
46158,9,23011,1,4.52
46159,13,23011,2,6.64
46160,16,23012,1,5.15
46161,1,23013,2,6.83
46162,19,23013,1,5.24
46163,17,23013,2,6.13
46164,15,23014,1,7.23
46165,10,23014,1,5.1
46166,3,23015,2,5.42
46167,13,23016,2,6.64
46168,7,23016,1,6.72
46169,17,23017,1,6.13
46170,8,23018,1,7.22
46171,11,23019,2,5.77
46172,10,23020,1,5.1
46173,16,23020,2,5.15
46174,12,23021,1,6.4
46175,15,23021,1,7.23
46176,14,23021,2,5.75
46177,7,23022,1,6.72
46178,18,23022,1,6.73
46179,18,23023,1,6.73
46180,11,23023,1,5.77
46181,6,23023,1,5.68
46182,7,23024,1,6.72
46183,13,23024,2,6.64
46184,2,23025,1,4.79
46185,19,23025,2,5.24
46186,1,23025,1,6.83
46187,6,23026,1,5.68
46188,4,23026,2,6.15
46189,9,23027,1,4.52
46190,18,23027,2,6.73
46191,16,23027,1,5.15
46192,16,23028,2,5.15
46193,2,23028,2,4.79
46194,10,23028,1,5.1
46195,5,23029,2,5.19
46196,13,23029,1,6.64
46197,7,23030,2,6.72
46198,3,23030,2,5.42
46199,14,23031,2,5.75
46200,16,23031,2,5.15
46201,4,23032,2,6.15
46202,18,23032,1,6.73
46203,20,23033,2,7.14
46204,7,23034,1,6.72
46205,8,23035,1,7.22
46206,4,23035,1,6.15
46207,14,23036,2,5.75
46208,2,23036,1,4.79
46209,10,23036,2,5.1
46210,3,23037,1,5.42
46211,6,23037,2,5.68
46212,6,23038,2,5.68
46213,18,23039,2,6.73
46214,7,23039,1,6.72
46215,13,23039,2,6.64
46216,19,23040,2,5.24
46217,16,23040,2,5.15
46218,2,23041,1,4.79
46219,13,23041,2,6.64
46220,15,23041,2,7.23
46221,17,23042,2,6.13
46222,4,23042,1,6.15
46223,10,23042,2,5.1
46224,20,23043,1,7.14
46225,15,23044,1,7.23
46226,10,23045,2,5.1
46227,20,23046,1,7.14
46228,9,23047,2,4.52
46229,7,23047,1,6.72
46230,16,23048,2,5.15
46231,7,23048,2,6.72
46232,11,23048,2,5.77
46233,20,23049,2,7.14
46234,4,23050,2,6.15
46235,5,23051,2,5.19
46236,16,23052,2,5.15
46237,3,23052,1,5.42
46238,9,23053,1,4.52
46239,18,23054,2,6.73
46240,5,23055,2,5.19
46241,2,23056,2,4.79
46242,4,23056,1,6.15
46243,20,23057,1,7.14
46244,11,23057,2,5.77
46245,1,23058,2,6.83
46246,15,23059,1,7.23
46247,18,23059,2,6.73
46248,9,23059,2,4.52
46249,14,23060,2,5.75
46250,5,23060,2,5.19
46251,5,23061,2,5.19
46252,15,23061,2,7.23
46253,13,23062,1,6.64
46254,5,23063,1,5.19
46255,15,23063,2,7.23
46256,5,23064,1,5.19
46257,18,23065,2,6.73
46258,15,23066,2,7.23
46259,13,23067,2,6.64
46260,17,23067,1,6.13
46261,9,23068,2,4.52
46262,16,23068,2,5.15
46263,7,23068,2,6.72
46264,19,23069,2,5.24
46265,3,23069,2,5.42
46266,15,23070,2,7.23
46267,16,23070,1,5.15
46268,18,23070,1,6.73
46269,17,23071,1,6.13
46270,2,23072,1,4.79
46271,9,23072,2,4.52
46272,20,23072,1,7.14
46273,6,23073,2,5.68
46274,11,23073,1,5.77
46275,15,23074,2,7.23
46276,12,23074,1,6.4
46277,9,23075,2,4.52
46278,20,23075,1,7.14
46279,7,23075,1,6.72
46280,19,23076,2,5.24
46281,10,23076,2,5.1
46282,18,23076,2,6.73
46283,14,23077,2,5.75
46284,16,23077,1,5.15
46285,10,23077,2,5.1
46286,4,23078,1,6.15
46287,12,23079,1,6.4
46288,7,23080,2,6.72
46289,12,23080,1,6.4
46290,3,23081,1,5.42
46291,20,23081,2,7.14
46292,10,23082,1,5.1
46293,10,23083,1,5.1
46294,9,23084,2,4.52
46295,17,23085,2,6.13
46296,1,23085,1,6.83
46297,6,23085,1,5.68
46298,8,23086,2,7.22
46299,12,23086,2,6.4
46300,15,23087,1,7.23
46301,6,23087,1,5.68
46302,1,23087,2,6.83
46303,6,23088,1,5.68
46304,14,23089,1,5.75
46305,19,23089,2,5.24
46306,3,23090,1,5.42
46307,7,23090,2,6.72
46308,10,23090,2,5.1
46309,13,23091,2,6.64
46310,3,23091,2,5.42
46311,2,23091,2,4.79
46312,11,23092,1,5.77
46313,20,23093,2,7.14
46314,9,23093,1,4.52
46315,16,23093,1,5.15
46316,8,23094,1,7.22
46317,15,23095,2,7.23
46318,9,23096,2,4.52
46319,7,23096,1,6.72
46320,3,23096,2,5.42
46321,14,23097,1,5.75
46322,11,23097,2,5.77
46323,9,23098,2,4.52
46324,14,23098,2,5.75
46325,17,23099,2,6.13
46326,12,23100,1,6.4
46327,20,23100,2,7.14
46328,6,23100,1,5.68
46329,14,23101,1,5.75
46330,15,23101,2,7.23
46331,2,23102,2,4.79
46332,17,23102,1,6.13
46333,19,23102,2,5.24
46334,1,23103,1,6.83
46335,7,23103,1,6.72
46336,19,23104,2,5.24
46337,8,23104,2,7.22
46338,10,23104,1,5.1
46339,1,23105,1,6.83
46340,10,23105,2,5.1
46341,9,23105,2,4.52
46342,13,23106,1,6.64
46343,15,23106,2,7.23
46344,1,23107,2,6.83
46345,4,23108,1,6.15
46346,9,23108,2,4.52
46347,8,23109,2,7.22
46348,11,23110,1,5.77
46349,6,23111,1,5.68
46350,14,23111,2,5.75
46351,2,23111,1,4.79
46352,15,23112,1,7.23
46353,17,23113,2,6.13
46354,5,23113,2,5.19
46355,4,23114,1,6.15
46356,13,23115,1,6.64
46357,1,23115,1,6.83
46358,18,23115,1,6.73
46359,19,23116,1,5.24
46360,10,23116,2,5.1
46361,7,23116,1,6.72
46362,5,23117,1,5.19
46363,7,23118,2,6.72
46364,3,23118,2,5.42
46365,18,23118,2,6.73
46366,15,23119,2,7.23
46367,4,23120,2,6.15
46368,7,23120,2,6.72
46369,17,23120,2,6.13
46370,7,23121,1,6.72
46371,1,23122,1,6.83
46372,11,23122,2,5.77
46373,15,23123,1,7.23
46374,5,23123,2,5.19
46375,4,23123,1,6.15
46376,4,23124,1,6.15
46377,3,23124,2,5.42
46378,15,23125,2,7.23
46379,17,23125,1,6.13
46380,8,23126,1,7.22
46381,4,23126,1,6.15
46382,9,23127,2,4.52
46383,20,23128,1,7.14
46384,4,23128,2,6.15
46385,9,23128,1,4.52
46386,20,23129,2,7.14
46387,12,23130,1,6.4
46388,18,23130,2,6.73
46389,20,23130,1,7.14
46390,10,23131,1,5.1
46391,12,23132,2,6.4
46392,7,23132,2,6.72
46393,16,23132,2,5.15
46394,3,23133,2,5.42
46395,9,23133,2,4.52
46396,8,23134,2,7.22
46397,3,23134,2,5.42
46398,1,23134,1,6.83
46399,9,23135,2,4.52
46400,4,23136,2,6.15
46401,1,23137,1,6.83
46402,9,23138,2,4.52
46403,5,23138,2,5.19
46404,1,23139,1,6.83
46405,11,23139,1,5.77
46406,18,23140,1,6.73
46407,8,23140,1,7.22
46408,14,23140,2,5.75
46409,20,23141,1,7.14
46410,12,23142,1,6.4
46411,20,23142,1,7.14
46412,7,23143,2,6.72
46413,18,23143,2,6.73
46414,2,23143,1,4.79
46415,6,23144,2,5.68
46416,13,23144,1,6.64
46417,7,23144,1,6.72
46418,10,23145,2,5.1
46419,15,23146,2,7.23
46420,13,23147,2,6.64
46421,20,23148,2,7.14
46422,1,23148,2,6.83
46423,18,23149,1,6.73
46424,8,23149,1,7.22
46425,17,23150,2,6.13
46426,20,23151,2,7.14
46427,19,23151,1,5.24
46428,3,23151,2,5.42
46429,14,23152,1,5.75
46430,4,23153,2,6.15
46431,1,23153,2,6.83
46432,9,23154,1,4.52
46433,18,23155,2,6.73
46434,15,23156,2,7.23
46435,11,23156,2,5.77
46436,4,23156,2,6.15
46437,11,23157,1,5.77
46438,3,23158,2,5.42
46439,14,23159,1,5.75
46440,18,23160,2,6.73
46441,13,23160,1,6.64
46442,17,23161,1,6.13
46443,4,23161,1,6.15
46444,9,23162,1,4.52
46445,6,23162,1,5.68
46446,15,23162,1,7.23
46447,7,23163,2,6.72
46448,13,23163,2,6.64
46449,8,23163,2,7.22
46450,17,23164,2,6.13
46451,20,23165,1,7.14
46452,8,23165,1,7.22
46453,8,23166,1,7.22
46454,10,23166,2,5.1
46455,19,23166,1,5.24
46456,18,23167,1,6.73
46457,14,23167,2,5.75
46458,3,23168,2,5.42
46459,1,23169,2,6.83
46460,3,23169,1,5.42
46461,11,23170,1,5.77
46462,5,23170,2,5.19
46463,10,23170,1,5.1
46464,7,23171,1,6.72
46465,2,23171,2,4.79
46466,11,23171,2,5.77
46467,6,23172,2,5.68
46468,6,23173,2,5.68
46469,19,23173,1,5.24
46470,16,23174,1,5.15
46471,1,23174,1,6.83
46472,12,23174,1,6.4
46473,20,23175,1,7.14
46474,4,23176,2,6.15
46475,16,23176,2,5.15
46476,2,23176,2,4.79
46477,18,23177,2,6.73
46478,13,23177,2,6.64
46479,1,23178,1,6.83
46480,5,23179,1,5.19
46481,9,23180,2,4.52
46482,1,23180,2,6.83
46483,20,23180,2,7.14
46484,13,23181,1,6.64
46485,9,23181,2,4.52
46486,6,23182,1,5.68
46487,5,23182,2,5.19
46488,1,23183,1,6.83
46489,14,23183,1,5.75
46490,17,23183,1,6.13
46491,3,23184,2,5.42
46492,3,23185,1,5.42
46493,18,23185,2,6.73
46494,19,23185,2,5.24
46495,7,23186,2,6.72
46496,20,23186,1,7.14
46497,11,23187,1,5.77
46498,9,23187,1,4.52
46499,8,23188,1,7.22
46500,16,23188,1,5.15
46501,11,23189,2,5.77
46502,4,23189,1,6.15
46503,12,23189,1,6.4
46504,5,23190,2,5.19
46505,10,23191,2,5.1
46506,3,23191,2,5.42
46507,11,23191,2,5.77
46508,18,23192,1,6.73
46509,14,23192,1,5.75
46510,4,23192,1,6.15
46511,13,23193,2,6.64
46512,6,23194,2,5.68
46513,2,23194,1,4.79
46514,2,23195,2,4.79
46515,20,23195,1,7.14
46516,6,23195,1,5.68
46517,16,23196,1,5.15
46518,8,23196,1,7.22
46519,11,23197,2,5.77
46520,5,23198,1,5.19
46521,16,23198,1,5.15
46522,6,23199,2,5.68
46523,4,23200,2,6.15
46524,1,23200,2,6.83
46525,3,23201,2,5.42
46526,18,23201,2,6.73
46527,14,23202,1,5.75
46528,16,23203,2,5.15
46529,3,23204,1,5.42
46530,19,23204,2,5.24
46531,7,23204,2,6.72
46532,13,23205,1,6.64
46533,9,23205,2,4.52
46534,4,23205,2,6.15
46535,4,23206,1,6.15
46536,9,23206,2,4.52
46537,15,23206,1,7.23
46538,4,23207,2,6.15
46539,19,23207,2,5.24
46540,19,23208,1,5.24
46541,5,23208,1,5.19
46542,15,23209,1,7.23
46543,16,23210,2,5.15
46544,5,23210,2,5.19
46545,13,23210,1,6.64
46546,13,23211,2,6.64
46547,10,23211,2,5.1
46548,17,23211,1,6.13
46549,8,23212,1,7.22
46550,5,23212,1,5.19
46551,4,23213,1,6.15
46552,17,23213,1,6.13
46553,2,23214,1,4.79
46554,20,23214,1,7.14
46555,5,23214,2,5.19
46556,7,23215,1,6.72
46557,2,23216,2,4.79
46558,16,23216,1,5.15
46559,6,23217,2,5.68
46560,5,23218,1,5.19
46561,11,23218,1,5.77
46562,19,23219,2,5.24
46563,6,23219,2,5.68
46564,3,23220,1,5.42
46565,9,23221,2,4.52
46566,13,23222,1,6.64
46567,12,23222,2,6.4
46568,19,23222,2,5.24
46569,8,23223,1,7.22
46570,7,23223,1,6.72
46571,3,23224,2,5.42
46572,1,23225,2,6.83
46573,3,23225,2,5.42
46574,7,23226,1,6.72
46575,19,23227,1,5.24
46576,13,23227,2,6.64
46577,3,23227,1,5.42
46578,7,23228,1,6.72
46579,6,23228,2,5.68
46580,10,23228,1,5.1
46581,16,23229,2,5.15
46582,8,23230,1,7.22
46583,9,23231,1,4.52
46584,15,23231,2,7.23
46585,19,23232,1,5.24
46586,9,23232,1,4.52
46587,11,23233,2,5.77
46588,18,23233,2,6.73
46589,15,23233,1,7.23
46590,7,23234,1,6.72
46591,20,23235,2,7.14
46592,17,23235,2,6.13
46593,20,23236,1,7.14
46594,12,23236,2,6.4
46595,2,23237,2,4.79
46596,15,23237,1,7.23
46597,8,23238,2,7.22
46598,10,23238,1,5.1
46599,3,23238,2,5.42
46600,11,23239,2,5.77
46601,14,23239,2,5.75
46602,1,23239,2,6.83
46603,16,23240,2,5.15
46604,7,23241,2,6.72
46605,4,23241,1,6.15
46606,8,23242,1,7.22
46607,16,23242,1,5.15
46608,16,23243,2,5.15
46609,19,23243,2,5.24
46610,14,23243,1,5.75
46611,7,23244,1,6.72
46612,1,23244,2,6.83
46613,2,23245,2,4.79
46614,10,23245,2,5.1
46615,9,23245,2,4.52
46616,13,23246,2,6.64
46617,5,23247,2,5.19
46618,12,23247,2,6.4
46619,3,23248,2,5.42
46620,6,23249,2,5.68
46621,15,23249,2,7.23
46622,2,23249,2,4.79
46623,3,23250,1,5.42
46624,11,23250,2,5.77
46625,20,23250,2,7.14
46626,16,23251,2,5.15
46627,1,23252,2,6.83
46628,14,23252,2,5.75
46629,6,23253,2,5.68
46630,8,23253,1,7.22
46631,10,23253,2,5.1
46632,12,23254,2,6.4
46633,19,23254,1,5.24
46634,4,23254,2,6.15
46635,2,23255,1,4.79
46636,15,23256,2,7.23
46637,1,23256,2,6.83
46638,11,23257,2,5.77
46639,20,23257,2,7.14
46640,15,23258,1,7.23
46641,19,23258,1,5.24
46642,15,23259,2,7.23
46643,5,23259,2,5.19
46644,16,23260,1,5.15
46645,8,23260,2,7.22
46646,20,23260,2,7.14
46647,12,23261,2,6.4
46648,19,23262,2,5.24
46649,15,23263,1,7.23
46650,15,23264,1,7.23
46651,9,23264,2,4.52
46652,1,23264,1,6.83
46653,11,23265,1,5.77
46654,14,23265,2,5.75
46655,10,23265,2,5.1
46656,4,23266,1,6.15
46657,12,23266,2,6.4
46658,16,23266,2,5.15
46659,6,23267,1,5.68
46660,5,23267,2,5.19
46661,4,23268,2,6.15
46662,12,23268,1,6.4
46663,7,23268,1,6.72
46664,1,23269,2,6.83
46665,14,23269,2,5.75
46666,3,23269,1,5.42
46667,2,23270,1,4.79
46668,7,23271,2,6.72
46669,10,23271,1,5.1
46670,14,23272,2,5.75
46671,8,23273,1,7.22
46672,17,23273,1,6.13
46673,17,23274,1,6.13
46674,16,23274,2,5.15
46675,2,23275,1,4.79
46676,2,23276,2,4.79
46677,18,23276,2,6.73
46678,1,23277,1,6.83
46679,14,23278,1,5.75
46680,13,23278,1,6.64
46681,17,23278,1,6.13
46682,14,23279,1,5.75
46683,1,23279,2,6.83
46684,3,23280,1,5.42
46685,15,23280,1,7.23
46686,8,23280,1,7.22
46687,15,23281,1,7.23
46688,13,23281,1,6.64
46689,13,23282,1,6.64
46690,2,23283,1,4.79
46691,20,23284,2,7.14
46692,10,23284,2,5.1
46693,5,23284,1,5.19
46694,7,23285,1,6.72
46695,3,23285,1,5.42
46696,13,23285,2,6.64
46697,9,23286,1,4.52
46698,13,23287,2,6.64
46699,11,23287,1,5.77
46700,17,23287,1,6.13
46701,15,23288,1,7.23
46702,2,23288,1,4.79
46703,10,23289,1,5.1
46704,17,23290,1,6.13
46705,16,23291,2,5.15
46706,9,23291,1,4.52
46707,4,23291,2,6.15
46708,10,23292,2,5.1
46709,4,23292,1,6.15
46710,15,23293,1,7.23
46711,18,23293,2,6.73
46712,9,23293,2,4.52
46713,13,23294,1,6.64
46714,4,23294,2,6.15
46715,8,23295,1,7.22
46716,14,23296,2,5.75
46717,10,23297,2,5.1
46718,7,23297,1,6.72
46719,20,23298,2,7.14
46720,7,23298,2,6.72
46721,3,23298,2,5.42
46722,8,23299,2,7.22
46723,16,23299,1,5.15
46724,12,23299,2,6.4
46725,20,23300,2,7.14
46726,15,23300,2,7.23
46727,13,23301,1,6.64
46728,19,23302,2,5.24
46729,4,23302,1,6.15
46730,14,23302,2,5.75
46731,16,23303,2,5.15
46732,20,23303,2,7.14
46733,10,23304,2,5.1
46734,11,23304,2,5.77
46735,7,23305,1,6.72
46736,8,23305,2,7.22
46737,9,23305,2,4.52
46738,5,23306,2,5.19
46739,1,23306,2,6.83
46740,9,23307,2,4.52
46741,7,23308,1,6.72
46742,4,23308,1,6.15
46743,5,23308,1,5.19
46744,6,23309,2,5.68
46745,18,23309,2,6.73
46746,7,23309,2,6.72
46747,14,23310,1,5.75
46748,4,23310,1,6.15
46749,1,23311,1,6.83
46750,4,23312,2,6.15
46751,20,23312,1,7.14
46752,18,23313,1,6.73
46753,2,23313,1,4.79
46754,7,23313,1,6.72
46755,16,23314,2,5.15
46756,2,23314,2,4.79
46757,7,23315,2,6.72
46758,17,23316,2,6.13
46759,7,23317,1,6.72
46760,18,23317,1,6.73
46761,3,23317,2,5.42
46762,17,23318,2,6.13
46763,20,23319,1,7.14
46764,19,23320,1,5.24
46765,18,23320,1,6.73
46766,4,23320,2,6.15
46767,11,23321,1,5.77
46768,9,23322,1,4.52
46769,12,23322,2,6.4
46770,15,23322,2,7.23
46771,13,23323,2,6.64
46772,5,23323,1,5.19
46773,3,23323,1,5.42
46774,10,23324,2,5.1
46775,4,23324,1,6.15
46776,7,23325,1,6.72
46777,14,23325,1,5.75
46778,10,23325,1,5.1
46779,5,23326,2,5.19
46780,15,23326,2,7.23
46781,6,23327,1,5.68
46782,8,23327,2,7.22
46783,17,23328,2,6.13
46784,16,23328,2,5.15
46785,4,23329,2,6.15
46786,5,23329,1,5.19
46787,16,23329,1,5.15
46788,4,23330,1,6.15
46789,17,23331,1,6.13
46790,14,23332,2,5.75
46791,11,23333,2,5.77
46792,18,23334,1,6.73
46793,10,23335,1,5.1
46794,6,23336,1,5.68
46795,11,23336,1,5.77
46796,7,23336,2,6.72
46797,4,23337,1,6.15
46798,14,23337,1,5.75
46799,5,23337,1,5.19
46800,8,23338,2,7.22
46801,9,23339,2,4.52
46802,17,23339,1,6.13
46803,20,23340,2,7.14
46804,3,23340,2,5.42
46805,2,23341,2,4.79
46806,17,23342,2,6.13
46807,9,23342,2,4.52
46808,12,23342,1,6.4
46809,9,23343,2,4.52
46810,17,23343,2,6.13
46811,13,23344,2,6.64
46812,19,23344,1,5.24
46813,16,23344,2,5.15
46814,8,23345,2,7.22
46815,2,23346,2,4.79
46816,9,23346,2,4.52
46817,1,23346,2,6.83
46818,5,23347,2,5.19
46819,10,23347,2,5.1
46820,6,23347,2,5.68
46821,4,23348,1,6.15
46822,13,23348,1,6.64
46823,15,23349,2,7.23
46824,1,23349,1,6.83
46825,11,23349,1,5.77
46826,13,23350,2,6.64
46827,19,23350,1,5.24
46828,1,23350,1,6.83
46829,8,23351,1,7.22
46830,19,23352,1,5.24
46831,12,23353,2,6.4
46832,6,23354,2,5.68
46833,18,23354,1,6.73
46834,19,23355,2,5.24
46835,17,23355,1,6.13
46836,20,23355,1,7.14
46837,7,23356,1,6.72
46838,4,23356,2,6.15
46839,10,23356,1,5.1
46840,15,23357,2,7.23
46841,13,23357,1,6.64
46842,7,23358,2,6.72
46843,16,23358,1,5.15
46844,14,23358,2,5.75
46845,11,23359,2,5.77
46846,18,23360,1,6.73
46847,2,23360,2,4.79
46848,10,23361,1,5.1
46849,4,23361,1,6.15
46850,8,23362,1,7.22
46851,20,23363,1,7.14
46852,3,23363,1,5.42
46853,12,23364,2,6.4
46854,2,23364,1,4.79
46855,1,23364,1,6.83
46856,20,23365,1,7.14
46857,2,23365,1,4.79
46858,18,23365,1,6.73
46859,14,23366,1,5.75
46860,10,23367,2,5.1
46861,17,23367,2,6.13
46862,4,23367,2,6.15
46863,12,23368,2,6.4
46864,8,23368,2,7.22
46865,5,23369,2,5.19
46866,17,23370,1,6.13
46867,16,23371,1,5.15
46868,14,23371,2,5.75
46869,10,23371,2,5.1
46870,2,23372,2,4.79
46871,10,23372,1,5.1
46872,12,23372,2,6.4
46873,20,23373,1,7.14
46874,16,23373,2,5.15
46875,13,23373,2,6.64
46876,5,23374,1,5.19
46877,6,23374,2,5.68
46878,14,23375,1,5.75
46879,14,23376,2,5.75
46880,4,23376,1,6.15
46881,1,23376,1,6.83
46882,2,23377,1,4.79
46883,14,23377,1,5.75
46884,17,23377,2,6.13
46885,5,23378,1,5.19
46886,2,23378,2,4.79
46887,3,23378,2,5.42
46888,13,23379,2,6.64
46889,12,23379,2,6.4
46890,14,23380,2,5.75
46891,6,23380,2,5.68
46892,13,23381,2,6.64
46893,9,23381,1,4.52
46894,10,23382,2,5.1
46895,11,23383,1,5.77
46896,1,23383,1,6.83
46897,3,23383,1,5.42
46898,10,23384,1,5.1
46899,17,23384,2,6.13
46900,3,23385,1,5.42
46901,16,23386,1,5.15
46902,6,23386,2,5.68
46903,8,23386,1,7.22
46904,17,23387,2,6.13
46905,12,23387,1,6.4
46906,7,23387,2,6.72
46907,14,23388,1,5.75
46908,17,23389,1,6.13
46909,1,23389,1,6.83
46910,4,23389,2,6.15
46911,18,23390,1,6.73
46912,14,23390,1,5.75
46913,13,23391,2,6.64
46914,19,23391,1,5.24
46915,6,23391,1,5.68
46916,4,23392,1,6.15
46917,2,23393,2,4.79
46918,17,23393,1,6.13
46919,19,23393,2,5.24
46920,2,23394,1,4.79
46921,7,23394,2,6.72
46922,1,23394,1,6.83
46923,11,23395,1,5.77
46924,15,23396,1,7.23
46925,16,23396,2,5.15
46926,10,23396,2,5.1
46927,15,23397,2,7.23
46928,20,23397,1,7.14
46929,7,23397,1,6.72
46930,3,23398,1,5.42
46931,20,23398,1,7.14
46932,18,23398,1,6.73
46933,4,23399,1,6.15
46934,7,23399,1,6.72
46935,18,23400,2,6.73
46936,16,23401,1,5.15
46937,2,23401,1,4.79
46938,17,23402,2,6.13
46939,4,23402,1,6.15
46940,8,23402,2,7.22
